date,project_id,client,region,fleet_size,deployment_status,planned_daily_spend_usd,actual_daily_spend_usd,hw_cost_actual_usd,hw_cost_planned_usd,labor_hours,shipping_delay_days,cumulative_planned_usd,cumulative_actual_usd,is_spike_day
2024-06-18,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4650.85,5322.17,3065.29,2790.51,138.2,0.0,701262.25,724328.25,False
2024-07-05,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3910.45,3718.22,2263.29,2346.27,93.9,0.0,595149.36,610824.45,False
2024-08-13,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,3668.39,5692.54,3473.75,2201.03,74.3,0.0,743703.3,768078.59,True
2024-05-30,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5553.77,4973.51,2864.93,3332.26,228.3,0.0,417431.31,426346.33,False
2024-06-13,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,5888.03,5996.73,3809.24,3532.82,243.1,0.0,465553.49,472547.83,False
2024-01-26,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,4158.94,4684.32,2876.56,2495.36,124.1,0.0,50444.97,52674.8,False
2024-07-28,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5115.41,5662.23,3235.39,3069.25,166.1,0.0,716680.02,736745.67,False
2024-05-29,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3581.71,3675.03,2397.47,2149.03,114.3,0.0,368879.94,375325.14,False
2024-07-31,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6337.05,,3695.8,3802.23,337.0,0.0,761388.82,774903.05,False
2024-06-07,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,5015.09,5249.65,3015.28,3009.05,157.2,0.0,650745.86,671497.12,False
2024-03-28,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3729.78,3271.97,2221.46,2237.87,84.9,0.0,151743.76,154491.66,False
2024-02-07,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4761.43,4062.65,2708.8,2856.86,123.2,0.0,87723.87,90151.21,False
2024-04-17,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5160.1,5156.42,3191.32,3096.06,167.7,0.0,200013.98,202724.13,False
2024-11-15,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5727.02,6235.97,4027.23,3436.21,231.3,0.0,1152101.95,1188907.96,False
2024-04-18,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3153.21,3238.32,1781.65,1891.92,80.6,0.0,224058.45,229023.2,False
2024-06-24,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,3743.79,4611.35,2661.06,2246.28,132.0,0.0,676192.05,700654.81,False
2024-10-18,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5946.06,6621.89,4580.3,3567.64,254.7,0.0,986453.25,1021468.45,False
2024-07-20,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5887.73,5200.18,3069.76,3532.64,224.7,0.0,468462.74,483615.22,False
2024-05-10,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4134.63,4467.62,2980.28,2480.78,128.4,0.0,489506.12,505749.76,False
2024-03-11,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,3989.72,4216.3,2938.72,2393.83,102.4,0.0,238555.13,241487.08,False
2024-07-11,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3438.2,3647.62,2385.41,2062.92,84.5,0.0,520427.72,532460.66,False
2024-03-30,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3610.23,3767.84,2177.92,2166.14,90.3,0.0,158976.19,161451.89,False
2024-04-06,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4153.05,4798.45,3191.06,2491.83,123.0,0.0,347233.21,355312.07,False
2024-06-04,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3953.77,3701.79,2426.81,2372.26,76.9,0.0,477465.79,490935.85,False
2024-05-31,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3318.22,4477.76,2989.08,1990.93,96.2,0.0,375801.89,383709.2,True
2024-04-15,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5115.59,5171.29,3574.24,3069.36,185.6,0.0,189867.97,192418.16,False
2024-03-10,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3949.46,3567.4,2091.39,2369.67,83.2,0.0,148753.43,152843.02,False
2024-12-19,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5625.65,6457.96,4200.43,3375.39,275.0,0.0,1348280.41,1391063.14,False
2024-08-28,AMR-005,Amazon - Dallas FC,North America,30,UAT,5782.33,5509.31,3301.83,3469.4,261.6,2.0,931867.43,957474.78,False
2024-05-06,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5306.81,5801.02,3260.64,3184.09,238.9,0.0,34362.56,36397.72,False
2024-04-25,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3766.97,3536.39,2135.14,2260.18,67.5,0.0,324183.98,332442.62,False
2024-07-25,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3594.97,3683.3,2211.65,2156.98,69.4,0.0,670893.09,692653.24,False
2024-07-17,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4071.26,4395.45,2646.54,2442.75,131.0,0.0,771906.79,799038.34,False
2024-04-20,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4835.54,5074.28,2884.67,2901.33,165.5,0.0,214526.69,218181.69,False
2024-03-23,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,3963.98,4258.26,2902.08,2378.39,132.5,0.0,287782.03,293836.18,False
2024-02-23,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,3887.53,3686.97,2035.97,2332.52,100.0,0.0,168063.82,169109.52,False
2024-09-16,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,4663.66,5780.91,3234.92,2798.2,163.0,0.0,973911.66,1008032.19,False
2024-05-11,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5286.39,4548.57,3039.05,3171.83,170.1,0.0,319989.09,327918.47,False
2024-05-04,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,3810.52,4744.15,3014.07,2286.31,131.1,0.0,464838.2,480287.96,False
2024-07-11,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3870.19,4142.14,2868.55,2322.12,78.5,1.0,618190.77,636544.46,False
2024-08-23,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,6028.44,7801.27,4794.71,3617.06,290.2,0.0,661920.35,686703.21,True
2024-03-22,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5156.31,4609.04,3137.62,3093.79,193.6,0.0,67087.94,66734.65,False
2024-03-21,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,3700.06,3739.94,2172.61,2220.03,121.4,0.0,279445.24,284858.82,False
2024-05-05,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3496.88,3956.75,2652.54,2098.13,100.1,0.0,284148.58,289665.84,False
2024-07-16,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3675.33,3503.43,2382.3,2205.2,84.9,0.0,537422.54,550647.26,False
2024-02-23,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4432.87,6288.14,3569.55,2659.72,137.9,3.0,161263.48,171712.1,True
2024-07-07,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3946.02,4231.08,2544.65,2367.61,76.7,0.0,603109.2,619414.05,False
2024-04-08,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3337.24,3751.1,2217.66,2002.35,94.9,1.0,189447.02,193824.24,False
2024-05-28,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5706.84,6088.71,3974.99,3424.11,228.5,0.0,160673.05,168611.34,False
2024-09-21,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,6721.51,5827.31,3729.25,4032.91,293.0,0.0,1081212.31,1107086.99,False
2024-06-03,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3853.72,3647.08,2304.8,2312.23,70.8,0.0,473512.02,487234.07,False
2024-02-16,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3804.94,3955.11,2690.73,2282.96,89.5,0.0,60383.09,62317.27,False
2024-09-20,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,6410.71,5655.6,3472.49,3846.42,273.5,0.0,1074490.8,1101259.68,False
2024-07-12,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3484.25,4233.12,2407.16,2090.55,91.1,1.0,621675.02,640777.58,False
2024-06-09,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3668.29,3792.29,,2200.97,103.2,0.0,408001.23,416021.52,False
2024-02-27,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4423.17,4489.55,2892.1,2653.9,122.9,0.0,179357.69,190402.72,False
2024-08-30,AMR-005,Amazon - Dallas FC,North America,30,UAT,5984.74,6615.36,4421.95,3590.84,284.3,0.0,943826.48,971012.66,False
2024-09-27,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5163.88,4766.93,2670.89,3098.33,233.8,0.0,1030553.79,1064611.01,False
2024-01-29,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4516.53,4550.61,2628.4,2709.92,178.0,1.0,45717.56,47694.48,False
2024-04-14,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3820.27,3975.64,2401.76,2292.16,66.8,0.0,282476.65,287998.67,False
2024-02-20,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4759.95,5392.62,3499.57,2855.97,174.9,0.0,147540.57,155376.73,False
2024-07-28,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4375.24,4265.49,2552.66,2625.14,135.1,0.0,818155.94,845387.82,False
2024-06-03,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3439.35,4265.47,2370.32,2063.61,89.8,0.0,386254.95,395331.79,False
2024-06-03,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,5841.98,6007.23,3624.66,3505.19,254.5,0.0,402980.83,408825.08,False
2024-04-10,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4483.77,4058.54,2298.24,2690.26,98.1,0.0,364358.66,372769.17,False
2024-03-18,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5262.16,5479.65,3722.34,3157.3,161.2,0.0,46174.51,47455.14,False
2024-08-05,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,5889.1,9012.73,6263.81,3533.46,330.9,0.0,791216.7,812097.79,True
2024-05-22,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,3671.95,4145.02,2360.29,2203.17,119.3,0.0,538284.94,558449.99,False
2024-01-22,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4524.54,4715.38,3239.46,2714.72,135.9,0.0,13350.4,14255.57,False
2024-04-11,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3753.28,3760.48,2514.99,2251.97,78.7,2.0,271073.22,276537.05,False
2024-06-05,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5876.91,5076.24,2873.05,3526.14,228.4,0.0,207683.79,215510.6,False
2024-12-05,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,6229.4,4692.82,2939.97,3737.64,273.5,0.0,1267561.22,1306891.89,False
2024-10-16,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5843.6,5587.56,3549.96,3506.16,235.6,0.0,974576.85,1008760.24,False
2024-05-07,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5658.77,6295.61,4351.7,3395.26,231.1,0.0,40021.34,42693.32,False
2024-03-19,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,3708.29,4411.18,2789.74,2224.98,114.6,0.0,271284.45,277370.36,False
2024-05-31,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6758.13,6061.47,3394.93,4054.88,293.7,0.0,383639.99,391032.19,False
2024-05-08,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5449.95,5238.34,3263.89,3269.97,206.3,1.0,304271.31,311721.84,False
2024-03-26,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4251.16,4585.26,3106.34,2550.7,131.8,0.0,310078.6,321643.52,False
2024-09-01,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5419.2,4692.54,2860.02,3251.52,223.7,0.0,896706.19,927983.7,False
2024-06-16,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3263.72,3606.4,2387.21,1958.23,87.4,0.0,432148.24,441871.93,False
2024-06-01,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3822.97,4033.45,2265.61,2293.78,86.4,0.0,465818.73,480085.8,False
2024-06-11,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5985.59,5648.7,3266.97,3591.35,266.0,0.0,241969.96,252472.09,False
2024-06-02,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4682.76,5493.87,3526.72,2809.65,139.1,0.0,626642.52,645978.5,False
2024-03-19,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3621.24,4033.81,2263.25,2172.75,73.5,0.0,182848.68,186353.39,False
2024-10-05,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5611.93,6073.5,3582.79,3367.16,204.0,0.0,911199.99,943759.48,False
2024-06-24,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3679.74,3785.02,2590.25,2207.85,82.0,2.0,460696.44,470743.01,False
2024-02-16,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4068.23,3944.51,2342.07,2440.94,108.1,0.0,138408.39,139295.9,False
2024-07-13,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6237.11,5718.9,3349.57,3742.27,203.6,0.0,427464.64,442634.21,False
2024-03-18,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3485.66,4099.42,2366.03,2091.39,80.8,0.0,115931.53,117949.25,False
2024-07-10,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4130.86,4420.35,2584.63,2478.52,135.2,0.0,742756.86,768521.2,False
2024-08-20,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5361.14,5304.26,2965.04,3216.69,209.9,0.0,835704.54,861837.09,False
2024-07-18,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3454.11,3486.5,2213.54,2072.47,110.3,0.0,544263.17,557791.46,False
2024-10-28,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5547.21,6111.29,3527.1,3328.32,243.3,0.0,1045750.29,1082161.58,False
2024-08-16,AMR-005,Amazon - Dallas FC,North America,30,UAT,6283.57,6279.06,4284.55,3770.14,356.4,0.0,858864.16,881535.83,False
2024-05-18,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6290.07,6588.74,4282.19,3774.04,248.2,0.0,301898.08,308324.22,False
2024-09-17,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,4978.37,5425.85,3385.0,2987.02,202.4,0.0,978890.02,1013458.04,False
2024-04-13,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4224.18,5500.27,3385.27,2534.51,114.8,0.0,377660.0,387095.15,True
2024-03-09,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3459.64,3914.78,2449.84,2075.79,92.2,0.0,84258.94,85185.9,False
2024-10-14,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,6065.73,6726.12,4345.51,3639.44,282.4,0.0,1222857.79,1253433.85,False
2024-08-18,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5294.56,5365.58,3269.97,3176.74,204.7,0.0,632552.5,655111.99,False
2024-02-02,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,4190.3,4662.57,2770.95,2514.18,117.7,0.0,79805.93,82412.87,False
2024-05-20,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5922.79,5014.3,2864.65,3553.67,246.6,0.0,114159.96,120415.67,False
2024-05-19,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5499.28,5741.07,3425.55,3299.57,232.7,0.0,108237.17,115401.37,False
2024-05-13,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6416.48,6961.97,4342.18,3849.89,321.1,0.0,269935.84,276246.73,False
2024-04-03,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4946.64,4557.25,3130.62,2967.99,130.6,0.0,347889.26,358221.18,False
2024-03-29,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4578.96,4365.46,,2747.38,139.2,0.0,324086.98,335308.28,False
2024-08-15,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5941.08,5287.38,3390.24,3564.65,232.6,0.0,616229.58,637052.14,False
2024-07-26,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6590.88,5925.79,3882.53,3954.53,356.1,0.0,731555.7,743594.64,False
2024-06-08,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3877.92,3975.68,2619.77,2326.75,87.3,0.0,492899.3,506490.06,False
2024-04-19,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3601.25,4540.57,3116.68,2160.75,87.0,0.0,301817.88,309978.08,False
2024-07-11,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4989.77,5509.8,3693.76,2993.86,211.4,0.0,628622.83,647249.55,False
2024-09-27,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,6082.65,6077.97,4020.01,3649.59,233.9,0.0,864556.76,896396.8,False
2024-05-13,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4286.22,4369.96,2728.47,2571.73,178.6,0.0,533699.89,547150.69,False
2024-05-14,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4711.63,4987.29,2985.83,2826.98,130.8,0.0,538411.53,552137.98,False
2024-04-22,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3621.12,4243.66,2682.02,2172.67,95.6,0.0,312824.73,321514.55,False
2024-09-19,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5195.97,4836.29,,3117.58,203.0,0.0,989373.75,1023027.81,False
2024-05-24,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4064.94,4179.89,2925.77,2438.96,122.0,0.0,546609.53,566555.2,False
2024-08-16,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3590.9,3392.34,2202.31,2154.54,109.3,0.0,646743.66,661039.99,False
2024-03-13,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5402.52,4525.05,3017.43,3241.51,176.7,0.0,19979.96,21467.56,False
2024-05-10,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5860.44,6545.74,4493.15,3516.26,252.4,0.0,57969.16,61318.82,False
2024-06-30,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5245.56,6241.13,4355.19,3147.33,267.3,0.0,350394.73,365451.63,False
2024-05-23,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,4951.92,4979.21,2861.22,2971.15,181.3,0.0,380873.81,390407.17,False
2024-04-25,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4258.23,4054.07,2545.89,2554.94,138.7,0.0,450506.91,462036.05,False
2024-06-08,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5423.48,5880.24,3820.87,3254.09,291.1,0.0,224394.02,234991.41,False
2024-07-17,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6334.86,6920.38,4420.04,3800.92,340.5,0.0,674032.29,688466.31,False
2024-10-30,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5802.17,5888.15,3580.91,3481.3,275.7,0.0,1057478.37,1093441.19,False
2024-06-11,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Go-Live,4644.11,4658.05,2959.49,2786.47,174.3,0.0,668867.99,690352.05,False
2024-02-05,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3761.34,3704.98,2427.58,2256.81,65.0,2.0,18912.47,20413.77,False
2024-03-07,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3991.25,4630.53,2717.32,2394.75,76.1,1.0,136828.9,141775.86,False
2024-07-20,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5608.88,4850.24,3086.37,3365.33,185.9,0.0,676081.0,695252.45,False
2024-02-27,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3575.8,2804.92,1698.51,2145.48,87.9,0.0,45308.48,44897.51,False
2024-08-27,AMR-005,Amazon - Dallas FC,North America,30,UAT,6453.38,7145.24,4620.18,3872.03,295.1,0.0,926085.1,951965.47,False
2024-02-15,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3814.06,3714.91,2113.18,2288.44,87.5,1.0,3814.06,3714.91,False
2024-06-05,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3736.21,3506.67,2364.2,2241.72,80.3,1.0,393695.46,402220.36,False
2024-07-27,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6202.42,6028.0,3885.94,3721.45,358.6,0.0,737758.12,749622.64,False
2024-02-18,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3905.62,3770.22,2553.35,2343.37,76.1,0.0,67915.62,70361.0,False
2024-08-04,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3538.4,3711.46,2136.44,2123.04,114.8,1.0,605373.02,617862.69,False
2024-06-25,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5180.37,5402.64,3345.88,3108.22,198.9,0.0,548305.5,562228.95,False
2024-04-24,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4670.49,4929.74,2824.06,2802.29,127.7,0.0,446248.68,457981.98,False
2024-02-19,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4388.75,4155.35,2560.32,2633.25,126.1,0.0,151614.76,152423.35,False
2024-07-14,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4076.56,4500.97,2671.54,2445.94,125.2,0.0,759366.05,786381.25,False
2024-05-16,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5442.16,5065.71,2924.84,3265.3,183.5,0.0,346701.37,354141.18,False
2024-05-27,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,6051.36,5825.29,3686.75,3630.82,249.0,0.0,154966.2,162522.63,False
2024-05-16,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4782.06,,2588.79,2869.23,145.1,0.0,547747.99,562392.98,False
2024-07-11,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6005.25,6650.7,3826.83,3603.15,246.4,0.0,415073.03,430444.37,False
2024-02-08,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3898.26,4208.5,2355.56,2338.95,71.9,0.0,30234.21,32393.74,False
2024-07-03,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3299.13,3339.45,2104.37,1979.48,93.7,0.0,492403.55,503456.21,False
2024-03-16,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4712.07,4710.64,3116.68,2827.24,153.6,0.0,264123.1,275074.0,False
2024-08-08,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,3807.41,3618.57,2325.24,2284.45,65.3,1.0,724980.06,746842.81,False
2024-06-05,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5361.02,4625.32,3152.01,3216.61,219.4,0.0,447083.07,457083.55,False
2024-06-18,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5739.62,5144.16,2861.81,3443.77,272.9,0.0,282852.35,291816.12,False
2024-07-02,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6226.19,6037.15,3338.05,3735.71,324.5,0.0,582502.08,591681.44,False
2024-06-21,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4772.67,4708.53,3283.34,2863.6,161.4,0.0,714317.2,739356.45,False
2024-02-07,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3704.8,3822.06,2243.13,2222.88,69.5,0.0,26335.96,28185.24,False
2024-06-23,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3461.18,3322.53,2252.61,2076.71,119.8,2.0,457016.69,466957.99,False
2024-05-14,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,5679.89,5891.57,3976.83,3407.93,230.0,0.0,80251.16,84284.62,False
2024-06-28,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4900.78,4591.23,3021.29,2940.47,123.9,0.0,747438.23,773164.59,False
2024-08-10,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,3740.32,4017.23,2385.05,2244.19,67.3,0.0,732660.14,754421.29,False
2024-01-29,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,4338.85,3844.1,2269.79,2603.31,109.5,0.0,62896.56,64898.81,False
